Primary Key,Order No_x,Segment Number_x,Order Date,Manufacturer,Model,Product Category,Model Year,Serial Number,Meter 1 Reading,Complaint,Cause,Correction,Failure Condition - Failure Component,Fix Condition - Fix Component,Order No_y,Segment Number_y,Coverage,Qty,Part Manufacturer,Part Number,Part Description,Revenue,Cost,Invoice Date,Actual Hours,Segment Total $
SO0027642-3,SO0027642,3,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,Oil running from bottom of machine,OIL RETURN UNDER MACHINE SWIVEL FITTING LEFT LOOSE AT FACTORY,Oil return under the shooting connection of the machine. Use the connection after the torque and test run. Closes still leaking? Remove the hose from the block. Replace the O-ring on the boss and reinstall. Fill up the hydraulic container,"Inoperative - NCV, Broken - Connector","Zip Tie - Installed, Harness - Installed",SO0027642,3.0,Not Available,1.0,PASE,30945741     PASE,O-RING,0.47,0.27,2023-04-25,5.2999,493.24$
SO0028255-1,SO0028255,1,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,MISSING VECTOR & INTRIP UNLOCKS.,MISSING VECTOR & INTRIP UNLOCKS WERE NOT INSTALLED.,"Installed, missing activities, executed and tested.",Not Latched - Door,"Latch - Replaced, Latch - Realigned",SO0028255,1.0,Not Available,1.0,PASE,302184     PASE,SOFTWARE BASE HIGH,6930.0,5775.0,2023-05-03,1.5,7393.3199$
SO0028352-1,SO0028352,1,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,MISSING VECTOR & INTRIP UNLOCKS.,MISSING VECTOR & INTRIP UNLOCKS WERE NOT INSTALLED.,"Installed, missing activities, executed and tested.",Leak - Machine,"Pump Housing Thread - Repaired, Pump Housing Thread - Tapped, Pipe Fitting - Installed, Elbow - Replaced",SO0028352,1.0,Not Available,1.0,PASE,37834047     PASE,SOFTWARE UNLOCK,231.0,192.5,2023-05-03,1.5,7393.3199$
SO0028770-1,SO0028770,1,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,OIL DRIPPING FROM COUPLER OF RETURN LINE TO PRODUCT PUMP,Coupler was leaking.,"Remove the clutch that is free with hammer and piece to continue the test run of the machine. Order parts that have been transferred to the dealer because of recovery. Remove and replace the coupling, run the end and test","Open - Door, Broken - No Component Mentioned",No Component Mentioned - Replaced,SO0028770,1.0,Not Available,1.0,PASE,37834141     PASE,COUPLING  QUICK  FEM,183.06,149.53,2023-04-25,4.73,477.3299$
SO0029596-1,SO0029596,1,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,Customer Boy 7 miles. Install the lack of brackets and screws and install SMV sign.,"Broken - Plunger, Hit - Plunger","Plunger - Removed, Plunger - Disassembled, Plunger - Welded, Knife - Shimmed, Baler - Tested, Needle Twine - Rethreaded",SO0029596,1.0,Not Available,2.0,PASE,32743143     PASE,BOLT,5.8399,4.44,2023-05-03,0.67,74.1196$
SO0029596-2,SO0029596,2,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,Customer Boy 7 miles. Install the lack of brackets and screws and install SMV sign.,Leak - Sprayer,O Ring - Replaced,SO0029596,2.0,Not Available,1.0,PASE,BN14412     PASE,SMV MOUNT,17.5,13.37,2023-05-03,0.67,74.1196$
SO0029735-1,SO0029735,1,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,Customer Boy 7 miles. Install the lack of brackets and screws and install SMV sign.,Oil Leak - Sprayer,"Hose - Rerouted, No Component Mentioned - Topped Off",SO0029735,1.0,Not Available,1.0,PASE,84574324     PASE,BRACKET,4.4199,3.37,2023-05-03,0.67,74.1196$
SO0029735-1,SO0029735,1,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,Customer Boy 7 miles. Install the lack of brackets and screws and install SMV sign.,Oil Leak - Sprayer,"Hose - Rerouted, No Component Mentioned - Topped Off",SO0029735,1.0,Not Available,1.0,PASE,FC944     PKSYST,BRACKET,4.4199,3.37,2023-05-03,0.67,74.1196$
SO0031018-6,SO0031018,6,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,Customer Boy 7 miles. Install the lack of brackets and screws and install SMV sign.,Stuck - Fuel Tank,Fuel Tank - Reinstalled,SO0031018,6.0,Not Available,2.0,PASE,M944CPG     PKSYST,BOLT,4.56,3.48,2023-05-03,0.67,74.1196$
SO0031018-7,SO0031018,7,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,Customer Boy 7 miles. Install the lack of brackets and screws and install SMV sign.,"Loose - No Component Mentioned, Loose - Boom","No Component Mentioned - Retightened, Left Boom Fitting - Replaced",SO0031018,7.0,Not Available,2.0,PASE,04044-45CIH7     PASE,NUT  LOCK,3.8799,2.98,2023-05-03,0.67,74.1196$
SO0031018-8,SO0031018,8,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,Customer Boy 7 miles. Install the lack of brackets and screws and install SMV sign.,Frozen - Tank,"Tank - Emptied, Boom - Drained, Recirculation System - Drained, Filter - Removed",SO0031018,8.0,Not Available,1.0,PASE,009911A4     PASE,"SMV,120 FT.",19.3099,14.76,2023-05-03,0.67,74.1196$
SO0031018-9,SO0031018,9,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,COMPONENTS MISSING ON BOOM TO MOUNT SMV SIGN,NOT INCLUDED FROM FACTORY,Customer Boy 7 miles. Install the lack of brackets and screws and install SMV sign.,Oil Leak - Pipe,"Pipe - Replaced, O Ring - Replaced, Pipe - Cleaned",SO0031018,9.0,Not Available,2.0,PASE,BN545940     PASE,NUT  LOCK,3.12,2.3799,2023-05-03,0.67,74.1196$
SO0031765-1,SO0031765,1,2023-03-08,PASEIH,9861,SPRAYS,0,YPT056717,0.0,FAULT CODE F-523140-13 OCCURS RANDOMLY THD 107750641,FAULT CODE F-523140-13 OCCURS RANDOMLY,The machine will trigger this error in the event of speed and installment changes. Call and visit with the CNH spray specialist,"Inoperative - Light, Inoperative - Light, Inoperative - Tank, Inoperative - Light",No Component Mentioned - No Component Mentioned,SO0031765,1.0,Not Available,2.0,PASE,FC444     PICK,NOZZLE,585.0,404.78,2023-04-25,5.2,1390.38$
SO0032650-1,SO0032650,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,Install rinsing valves on the outer center boom. Install both characteristics. Install the side cladding on the sidewalk. Install the steps in front of the sidewalk. Install both additional cameras.  Establishment in the monitor.     Setup monitoring of the functions up R/V frost protection agent in the flushing tank and Pro,Error Code - No Component Mentioned,No Component Mentioned - No Component Mentioned,SO0032650,1.0,PUT 50 GAL. OF FUEL IN.,0.0,PK SYSTEMS,MV444CF     PICK,CLAMP,0.0,0.0,2023-05-30,42.059599999999996,5262.6397$
SO0033441-1,SO0033441,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,Install rinsing valves on the outer center boom. Install both characteristics. Install the side cladding on the sidewalk. Install the steps in front of the sidewalk. Install both additional cameras.  Establishment in the monitor.     Setup monitoring of the functions up R/V frost protection agent in the flushing tank and Pro,Blown - Air Conditioner,"System - Drained, System - Recharged",SO0033441,1.0,PUT 50 GAL. OF FUEL IN.,0.0,PK SYSTEMS,21G     PKSYST,2X2 FLANGE CPG,0.0,0.0,2023-05-30,42.059599999999996,5262.6397$
SO0033576-1,SO0033576,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,Install rinsing valves on the outer center boom. Install both characteristics. Install the side cladding on the sidewalk. Install the steps in front of the sidewalk. Install both additional cameras.  Establishment in the monitor.     Setup monitoring of the functions up R/V frost protection agent in the flushing tank and Pro,Blown - Hose,Hose - Replaced,SO0033576,1.0,PUT 50 GAL. OF FUEL IN.,0.0,PASE,32198549     PASE,NUT,0.0,0.0,2023-05-30,42.059599999999996,5262.6397$
SO0033576-2,SO0033576,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,Install rinsing valves on the outer center boom. Install both characteristics. Install the side cladding on the sidewalk. Install the steps in front of the sidewalk. Install both additional cameras.  Establishment in the monitor.     Setup monitoring of the functions up R/V frost protection agent in the flushing tank and Pro,Not Mentioned - Not Mentioned,No Component Mentioned - No Component Mentioned,SO0033576,2.0,PUT 50 GAL. OF FUEL IN.,0.0,PASE,C50044     PASE,"COUPLER,2 IN MANIFOLD",0.0,0.0,2023-05-30,42.059599999999996,5262.6397$
SO0033576-3,SO0033576,3,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,Install rinsing valves on the outer center boom. Install both characteristics. Install the side cladding on the sidewalk. Install the steps in front of the sidewalk. Install both additional cameras.  Establishment in the monitor.     Setup monitoring of the functions up R/V frost protection agent in the flushing tank and Pro,Not Mentioned - Sprayer,Tip - Installed,SO0033576,3.0,PUT 50 GAL. OF FUEL IN.,0.0,PASE,8884827     PASE,GASKET,0.0,0.0,2023-05-30,42.059599999999996,5262.6397$
SO0034013-1,SO0034013,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,Install rinsing valves on the outer center boom. Install both characteristics. Install the side cladding on the sidewalk. Install the steps in front of the sidewalk. Install both additional cameras.  Establishment in the monitor.     Setup monitoring of the functions up R/V frost protection agent in the flushing tank and Pro,Incorrect - Panel,Trim Panel - Installed,SO0034013,1.0,PUT 50 GAL. OF FUEL IN.,0.0,PICK,8885404     PASE,1.0 COUPLER,0.0,0.0,2023-05-30,42.059599999999996,5262.6397$
SO0034287-2,SO0034287,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,Install rinsing valves on the outer center boom. Install both characteristics. Install the side cladding on the sidewalk. Install the steps in front of the sidewalk. Install both additional cameras.  Establishment in the monitor.     Setup monitoring of the functions up R/V frost protection agent in the flushing tank and Pro,No Cold Air - Air Conditioner,No Component Mentioned - No Component Mentioned,SO0034287,2.0,PUT 50 GAL. OF FUEL IN.,0.0,PICK,25500557     PASE,"""FLANGE VALVE 1""""""",0.0,0.0,2023-05-30,42.059599999999996,5262.6397$
SO0034550-1,SO0034550,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,INSTALL PARTS ON MACHINE  ADJ. MIRRORS TO BE USABLE.FITTED UP FENDER FOR WIDE TIRES.      REMOVE 72 DRIP CHECK VALVES/REMOVE 72 NCV AND REINSTALLED WHERE THE DRY CHECK VALVES WERE.       REMOVE 72 5 WAY NOZZLE BODIES AND INSTALL 72CAPS.  I HAD CAPS FROM O,Unknown,Install rinsing valves on the outer center boom. Install both characteristics. Install the side cladding on the sidewalk. Install the steps in front of the sidewalk. Install both additional cameras.  Establishment in the monitor.     Setup monitoring of the functions up R/V frost protection agent in the flushing tank and Pro,"Deflated - Air Bag, Inoperative - Washer",No Component Mentioned - No Component Mentioned,SO0034550,1.0,PUT 50 GAL. OF FUEL IN.,0.0,PK SYSTEMS,14112355     PASE,GASKET,0.0,0.0,2023-05-30,42.059599999999996,5262.6397$
SO0036578-2,SO0036578,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Inoperative - Pump,Control Valve - Realigned,SO0036578,2.0,Not Available,0.0,PASE,BN9588040     PASE,WASHER,0.0,0.0,2023-05-30,6.0899,1035.2999$
SO0038215-1,SO0038215,1,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,"Not Mentioned - Boom, Not Mentioned - Boom, Protruded - Wing, Inconsistent Folding - Boom",No Component Mentioned - No Component Mentioned,SO0038215,1.0,Not Available,0.0,PASE,37790823     PASE,NUT  WING,0.0,0.0,2023-05-30,6.0899,1035.2999$
SO0038215-2,SO0038215,2,2023-04-11,PASEIH,9861,SPRAYS,2023,YPT056751,0.0,PDI INSPECTION   OIL LEAK ON GEAR PUMP PRESSURE SIDE FITTING. OIL LEAK ON  M3 PORT.     AIR LINE TO TIP CLEANING STATION LEAKING WATER.   CHECK FLUID LEVELS. FOUND RIGHT REAR SHIELD BOLT RUBBING ON HYD. BREAKER HOSE. IT HAD ALREADY SLIGHTLY DAMAGED HOSE. ,Unknown,The oil leak on the tap of the gear pump was loose. Fixed connection. The test is still leaked. Connection removed to check O-ring. Seam deformed. O-ring replaced.       The assembly on the M3 connection was not easy. O-ring seam deformed. O-ring replaced.     Order new air,Not Installed - Boom,Boom Recirculation System - Installed,SO0038215,2.0,Not Available,0.0,PASE,04450-44CIH7     PASE,ORING,0.0,0.0,2023-05-30,6.0899,1035.2999$
